Country Name,Country Code,Time,Time Code,Access to Clean Fuels and Technologies for cooking (% of total population) [2.1_ACCESS.CFT.TOT],Access to electricity (% of rural population with access) [1.2_ACCESS.ELECTRICITY.RURAL],Access to electricity (% of total population) [1.1_ACCESS.ELECTRICITY.TOT],Access to electricity (% of urban population with access) [1.3_ACCESS.ELECTRICITY.URBAN],Energy intensity level of primary energy (MJ/2011 USD PPP) [6.1_PRIMARY.ENERGY.INTENSITY],Renewable electricity output (GWh) [4.1.2_REN.ELECTRICITY.OUTPUT],Renewable electricity share of total electricity output (%) [4.1_SHARE.RE.IN.ELECTRICITY],Renewable energy consumption (TJ) [3.1_RE.CONSUMPTION],Renewable energy share of TFEC (%) [2.1_SHARE.TOTAL.RE.IN.TFEC],Total electricity output (GWh) [4.1.1_TOTAL.ELECTRICITY.OUTPUT],Total final energy consumption (TFEC) (TJ) [1.1_TOTAL.FINAL.ENERGY.CONSUM]
Brunei Darussalam,BRN,1990,YR1990,..,100,100,100,3.65100311581921,0,0,93.99366,0.671759471210095,1172,13992.159996
Brunei Darussalam,BRN,1991,YR1991,..,100,100,100,4.00254373312049,0,0,63.9743,0.432168224450779,1269,14803.101288
Brunei Darussalam,BRN,1992,YR1992,..,100,100,100,4.1082543703472,0,0,33.99682,0.205761341081909,1407,16522.452576
Brunei Darussalam,BRN,1993,YR1993,..,100,100,100,3.94277830332402,0,0,0,0,1548,17778.701916
Brunei Darussalam,BRN,1994,YR1994,..,100,100,100,3.54673639627826,0,0,0,0,1663,19213.392672
Brunei Darussalam,BRN,1995,YR1995,..,100,100,100,4.06735372675021,0,0,0,0,1966,20959.95816
Brunei Darussalam,BRN,1996,YR1996,..,100,100,100,3.97984261753074,0,0,0,0,2123,23077.85094
Brunei Darussalam,BRN,1997,YR1997,..,100,100,100,4.17169841644629,0,0,0,0,2407,25437.908232
Brunei Darussalam,BRN,1998,YR1998,..,100,100,100,4.17743655097383,0,0,0,0,2504,23906.167452
Brunei Darussalam,BRN,1999,YR1999,..,100,100,100,4.13322895473793,0,0,0,0,2434,23144.253588
Brunei Darussalam,BRN,2000,YR2000,100,100,100,100,4.04010435369227,0,0,0,0,2543,23137.680312
Brunei Darussalam,BRN,2001,YR2001,100,100,100,100,3.64071618527032,0,0,0,0,2579,22406.832504
Brunei Darussalam,BRN,2002,YR2002,100,100,100,100,3.42504653839429,0,0,0,0,2701,23378.588784
Brunei Darussalam,BRN,2003,YR2003,100,100,100,100,3.86458633999396,0,0,0,0,3191,24592.760784
Brunei Darussalam,BRN,2004,YR2004,100,100,100,100,3.52555904340798,0,0,0,0,3264,25371.631188
Brunei Darussalam,BRN,2005,YR2005,100,100,100,100,3.39145517387479,0,0,0,0,3264,25308.494244
Brunei Darussalam,BRN,2006,YR2006,100,100,100,100,4.6160590190786,0,0,0,0,3298,58325.68278
Brunei Darussalam,BRN,2007,YR2007,100,100,100,100,4.71966368423846,0,0,0,0,3395,59703.684264
Brunei Darussalam,BRN,2008,YR2008,100,100,100,100,5.28345330455794,0,0,0,0,3423,62900.012988
Brunei Darussalam,BRN,2009,YR2009,100,100,100,100,4.61948047393984,0,0,0,0,3612,45406.180944
Brunei Darussalam,BRN,2010,YR2010,100,100,100,100,4.79474666741662,0,0,0,0,3792,34960.40802
Brunei Darussalam,BRN,2011,YR2011,100,100,100,100,5.54070116235544,2,0.0536912751677852,5.923443,0.0158307398523535,3725,37417.347864
Brunei Darussalam,BRN,2012,YR2012,100,100,100,100,5.42793790677772,2,0.0508905852417303,5.878309,0.0147907916784319,3930,39743.031528
Brunei Darussalam,BRN,2013,YR2013,100,100,100,100,4.38822365597014,2,0.0454338936846888,5.16132,0.013528142510792,4402,38152.466208
Brunei Darussalam,BRN,2014,YR2014,100,100,100,100,4.74992244831422,2,0.0443852640923213,5.365007,0.0139761914390522,4506,38386.759536
Brunei Darussalam,BRN,2015,YR2015,100,100,100,100,3.65225820025726,2,0.0476190476190476,5.814209,0.0149350358914578,4200,38929.996836
Brunei Darussalam,BRN,2016,YR2016,100,100,100,100,..,..,..,..,..,..,..
Cambodia,KHM,1990,YR1990,..,..,0.00999999977648258,34.8330078125,14.2810585254657,0,0,0,..,..,0
Cambodia,KHM,1991,YR1991,..,..,0.105638802051544,37.4694137573242,13.2824056498937,0,0,0,..,..,0
Cambodia,KHM,1992,YR1992,..,..,0.477305948734283,40.1056480407715,12.4023422200781,0,0,0,..,..,0
Cambodia,KHM,1993,YR1993,..,..,0.57030314207077,42.740852355957,11.9221201939403,0,0,0,..,..,0
Cambodia,KHM,1994,YR1994,..,..,2.76906442642212,45.3739929199219,11.0042865343222,0,0,0,..,..,0
Cambodia,KHM,1995,YR1995,..,..,4.95864868164062,48.0040435791016,10.1076652933859,0,0,87615.7,82.5342521690724,198,106156.774548
Cambodia,KHM,1996,YR1996,..,..,7.13599586486816,50.6299705505371,10.0288823372746,0,0,91592.2,82.7662882292416,251,110663.655408
Cambodia,KHM,1997,YR1997,..,..,9.29804801940918,53.2507438659668,9.64904166077226,0,0,92177.26,82.196255995888,318,112142.893716
Cambodia,KHM,1998,YR1998,..,12.29,18.67,55.98,10.4604612503124,0,0,103366.1,82.0002744640442,379,126055.797588
Cambodia,KHM,1999,YR1999,..,3.39030813610074,13.5640296936035,58.4727096557617,9.35886602232242,0,0,101951.3,81.6748898201216,404,124825.757616
Cambodia,KHM,2000,YR2000,4.66,9,16.6,60.6,8.54420691439083,1,0.223214285714286,99952.7,81.1360755329419,448,123191.440236
Cambodia,KHM,2001,YR2001,5.18,7.17944505922847,17.7442817687988,63.6668243408203,7.94969451125015,1,0.196463654223969,98686.88,79.5879971818487,509,123997.189896
Cambodia,KHM,2002,YR2002,5.69,9.04532775817105,19.8128566741943,66.2585525512695,8.67717796166148,30,4.12087912087912,119916.1,83.0197597320676,728,144442.841544
Cambodia,KHM,2003,YR2003,6.22,7.72458922084207,19.3,68.8504867553711,8.2379393982218,49,6.42201834862385,121664.6,82.0680974003866,763,148248.349668
Cambodia,KHM,2004,YR2004,6.73,12.753463327995,23.9372177124023,71.445442199707,6.14948283849092,42,5.15337423312883,93543.71,78.2070673425612,814,119610.302724
Cambodia,KHM,2005,YR2005,7.35,12.6,20.5,66.8,5.5047352644213,59,6.12033195020747,91018.4,76.0703302002698,964,119650.328532
Cambodia,KHM,2006,YR2006,7.98,16.474122279251,28.0849475860596,76.6556701660156,4.95998433203015,68,5.76759966072943,87909.15,73.855803887005,1176,119028.086316
Cambodia,KHM,2007,YR2007,8.72000000000001,18.3562785805254,30.1827335357666,79.2765731811523,4.56431960874668,68,4.55764075067024,84609.4,69.3657250199752,1489,121975.802856
Cambodia,KHM,2008,YR2008,9.47,13.1,26.4,87,4.29107753174819,65,4.3859649122807,83204.22,67.9991860796488,1479,122360.611644
Cambodia,KHM,2009,YR2009,10.32,22.176431428877,34.4443740844727,84.5579223632813,6.2438430855337,68,5.37124802527646,130118.8,71.3219369439439,1256,182438.679564
Cambodia,KHM,2010,YR2010,11.22,18.8,31.1,91.3,6.14595808180396,55,5.5,130290.8,68.5184675188782,994,190154.282076
Cambodia,KHM,2011,YR2011,12.02,26.0284465533268,38.7781105041504,89.8821182250977,6.00506975219052,75,7.07547169811321,135818,68.1617454767198,1053,199258.39494
Cambodia,KHM,2012,YR2012,12.98,27.9560444122404,40.9645042419434,92.5558242797851,5.8330897414738,540,37.6569037656904,143393,68.2603726029706,1434,210067.707708
Cambodia,KHM,2013,YR2013,14.05,29.8805623038982,43.1599082946777,95.2348861694336,5.60387205682416,1030,57.9302587176603,150381,68.9721559998162,1778,218031.461856
Cambodia,KHM,2014,YR2014,15.28,49.2,56.1,96.9,5.58529747144717,1872,61.1365120836055,156124.3,68.0079101091459,3059,229567.854312
Cambodia,KHM,2015,YR2015,16.36,34.125685363614,47.5657386779785,98.9814071655273,5.76953772321403,2041,46.4180122811008,159807,64.9237759106607,4397,246145.572648
Cambodia,KHM,2016,YR2016,17.69,36.4627894300957,49.7706565856934,100,..,..,..,..,..,..,..
China,CHN,1990,YR1990,..,89.6840784496966,92.2160110473633,99.2594985961914,21.1794428300169,126788,20.4079398906752,8725501,34.083614045282,621268,25600281.086412
China,CHN,1991,YR1991,..,90.1510010024056,92.6558151245117,99.3221130371094,18.877110712943,125165,18.4711307876776,8823130,33.2584735412724,677625,26528968.592172
China,CHN,1992,YR1992,..,90.6250232069605,93.0951156616211,99.3842163085938,17.0805466608847,132601,17.5846836703706,8891955,32.9312779040239,754070,27001548.576144
China,CHN,1993,YR1993,..,91.1037713940627,93.5313568115234,99.4451293945313,15.8797456205743,151962,18.1252601684878,8989748,31.6777918019623,838399,28378707.885324
China,CHN,1994,YR1994,..,91.5834071737152,93.9614715576172,99.5039520263672,14.7079958674348,167905,18.0884357039359,9050462,31.2494841669185,928245,28961956.465128
China,CHN,1995,YR1995,..,92.0606383845575,94.3824157714844,99.5596771240234,14.2276292342512,193662,19.2141393015674,9106798,29.4721113943924,1007914,30899713.556772
China,CHN,1996,YR1996,..,92.5315610086531,94.7911224365235,99.6112747192383,13.3030465045035,189606,17.5522106198623,9121817,30.5371754582264,1080240,29871187.701948
China,CHN,1997,YR1997,..,92.9929537632254,95.1845321655273,99.657730102539,12.1664364132538,198922,17.5124660177764,9145436,30.1834816771978,1135888,30299473.393452
China,CHN,1998,YR1998,..,93.4402314714532,95.5595932006836,99.698127746582,11.3579595075545,210864,18.0611563169165,9096997,29.7399014806871,1167500,30588524.329536
China,CHN,1999,YR1999,..,93.8691787631485,95.9132308959961,99.7319412231445,10.7579613765602,206838,16.6814659250101,9062787,30.506048980242,1239927,29708163.800136
China,CHN,2000,YR2000,46.78,94.142393525458,96.2439270019531,100,10.2330505139265,225588,16.6394981921286,8974867,29.7307148369434,1355738,30187188.734688
China,CHN,2001,YR2001,47.95,94.6539613538074,96.5562057495117,99.7822723388672,9.83358330647969,280766,18.9585191657511,8804476,28.4558153762583,1480949,30940867.037484
China,CHN,2002,YR2002,48.61,95.0174743181508,96.8561401367187,99.8025512695313,9.62184205654561,291441,17.6186278990475,8745279,27.0982015214674,1654164,32272543.96596
China,CHN,2003,YR2003,49.52,95.3841839748792,97.149787902832,99.8230514526367,9.9942099834131,287321,15.0370403322247,8502294,23.9465795861498,1910755,35505254.390976
China,CHN,2004,YR2004,50.04,95.7631228956269,97.4432144165039,99.846565246582,10.3559973757278,357480,16.2232664186372,8397454,20.2494792551361,2203502,41469975.075384
China,CHN,2005,YR2005,50.83,96.1643641071664,97.7424926757813,99.8756866455078,10.2813087845064,404451,16.1750249753446,8334659,18.2038186462091,2500466,45785223.210492
China,CHN,2006,YR2006,51.8,96.6254570627196,98.0668106079102,99.9111175537109,9.97448941321124,446882,15.5927834152258,8406294,17.0946100836398,2865954,49175114.02056
China,CHN,2007,YR2007,52.5,97.120619980515,98.3987045288086,99.9483032226563,9.44675565223316,500911,15.263347136776,8108961,15.3493711431443,3281790,52829271.794772
China,CHN,2008,YR2008,53.37,97.6808575144427,98.7499160766602,99.9779815673828,8.88879012128668,614990,17.7374440648538,7986006,14.6019965741267,3467185,54691192.121976
China,CHN,2009,YR2009,54.07,98.3086743182799,99.1156463623047,99.9940795898438,8.69387284061915,663651,17.8637981987375,7920214,13.9119622748916,3715061,56930962.315032
China,CHN,2010,YR2010,54.91,98,99.7,100,8.67917853685099,781638,18.6228260527723,7871450,12.8843103068778,4197204,61093297.293516
China,CHN,2011,YR2011,55.66,99.4916258139791,99.7487258911133,100,8.50231950127344,788618,16.7617704327503,7655961,11.6957969853632,4704861,65459079.099792
China,CHN,2012,YR2012,56.4,99.8261974099054,99.9163818359375,100,8.19029944077663,995264,19.9662489377563,8069989,11.9685670286267,4984731,67426526.339352
China,CHN,2013,YR2013,57.24,99.9639480481572,99.9831161499023,100,7.85133380344517,1103418,20.2962273802567,8275653,11.8381669000852,5436567,69906541.019796
China,CHN,2014,YR2014,57.8,99.9966865099426,99.9984893798828,100,7.10422000054532,1280977,22.6091537829535,8744472,12.2238230065824,5665745,71536310.655768
China,CHN,2015,YR2015,58.54,100,100,100,6.69006970167277,1398321,23.926817173663,9084482,12.4133525698911,5844158,73183146.5259
China,CHN,2016,YR2016,59.26,100,100,100,..,..,..,..,..,..,..
"Hong Kong SAR, China",HKG,1990,YR1990,..,100,100,100,2.34471372087993,0,0,2278.666,1.07385629896274,28938,212194.685844
"Hong Kong SAR, China",HKG,1991,YR1991,..,100,100,100,2.30109371094097,0,0,2309.439,1.04143307803782,31807,221755.871664
"Hong Kong SAR, China",HKG,1992,YR1992,..,100,100,100,2.57353047299885,0,0,2288.672,0.888650755560115,34907,257544.596196
"Hong Kong SAR, China",HKG,1993,YR1993,..,..,100,100,2.40242465814841,0,0,2377.433,0.898034879432228,35950,264737.267388
"Hong Kong SAR, China",HKG,1994,YR1994,..,..,100,100,2.28751300968785,0,0,2315.845,0.805322432455894,26743,287567.42724
"Hong Kong SAR, China",HKG,1995,YR1995,..,..,100,100,2.22535666008823,0,0,2354.028,0.837325882876272,27916,281136.418704
"Hong Kong SAR, China",HKG,1996,YR1996,..,..,100,100,2.10366113775,0,0,2381.243,0.858603628375819,28442,277339.032972
"Hong Kong SAR, China",HKG,1997,YR1997,..,..,100,100,1.9252071923394,0,0,2367.426,0.842976092051361,28945,280841.416776
"Hong Kong SAR, China",HKG,1998,YR1998,..,..,100,100,2.67060738078577,0,0,2322.795,0.618445885468484,31417,375585.811884
"Hong Kong SAR, China",HKG,1999,YR1999,..,..,100,100,3.19426453107027,0,0,2342.808,0.525058260455463,29498,446199.62706
"Hong Kong SAR, China",HKG,2000,YR2000,..,..,100,100,2.5096740713233,0,0,2268.408,0.597431642066056,31331,379693.313892
"Hong Kong SAR, China",HKG,2001,YR2001,..,..,100,100,2.60121999072124,0,0,2283.397,0.602489701369498,32432,378993.53214
"Hong Kong SAR, China",HKG,2002,YR2002,..,..,100,100,2.37464227526725,0,0,2353.986,0.684346968283673,34314,343975.513752
"Hong Kong SAR, China",HKG,2003,YR2003,..,..,100,100,2.37051671311613,0,0,2350.009,0.696847292362608,35509,337234.430808
"Hong Kong SAR, China",HKG,2004,YR2004,..,..,100,100,2.0482738888132,0,0,2366.966,0.753486432151446,37132,314135.18532
"Hong Kong SAR, China",HKG,2005,YR2005,..,..,100,100,1.88708070996265,0,0,2345.194,0.759139399404365,38451,308927.978424
"Hong Kong SAR, China",HKG,2006,YR2006,..,..,100,100,1.85951195805638,1,0.00258953310718078,2362.981,0.744006616125817,38617,317602.148796
"Hong Kong SAR, China",HKG,2007,YR2007,..,..,100,100,1.87623124643548,1,0.00256726227151366,2288.597,0.70036949536219,38952,326769.942888
"Hong Kong SAR, China",HKG,2008,YR2008,..,..,100,100,1.80120998635755,1,0.00263199452545139,2394.081,0.723819906227447,37994,330756.446376
"Hong Kong SAR, China",HKG,2009,YR2009,..,..,100,100,1.9438260472687,1,0.00258184446968915,2368.227,0.649481504772347,38732,364633.478028
"Hong Kong SAR, China",HKG,2010,YR2010,..,..,100,100,1.6941603541589,93,0.242269518326517,2831.994,0.834900883759309,38387,339201.221976
"Hong Kong SAR, China",HKG,2011,YR2011,..,..,100,100,1.74474801123384,80,0.204561726500972,3773.038,1.06513591516639,39108,354230.661672
"Hong Kong SAR, China",HKG,2012,YR2012,..,..,100,100,1.65775133396636,91,0.234270414993307,2938.342,0.824365082078995,38844,356436.979668
"Hong Kong SAR, China",HKG,2013,YR2013,..,..,100,100,1.57363672692131,95,0.242606874712702,3232.712,0.901276843316087,39158,358681.355676
"Hong Kong SAR, China",HKG,2014,YR2014,..,..,100,100,1.55368581442317,106,0.265604249667995,3194.256,0.858141923107929,39902,372229.33806
"Hong Kong SAR, China",HKG,2015,YR2015,..,..,100,100,1.48808579269761,106,0.278727320536419,3173.745,0.852783452322141,38030,372163.061016
"Hong Kong SAR, China",HKG,2016,YR2016,..,..,100,100,..,..,..,..,..,..,..
Indonesia,IDN,1990,YR1990,..,48.4335713797835,61.7011451721191,91.814338684082,5.08426590360363,6833,20.9171334986378,1779394,58.5975311362571,32667,3036636.468288
Indonesia,IDN,1991,YR1991,..,32.8,48.9,87.6,4.89618312623681,7676,20.5570433851098,1814822,57.8287417363079,37340,3138269.907852
Indonesia,IDN,1992,YR1992,..,51.7733117729357,65.1091842651367,92.5520553588867,4.76012888923799,9896,23.8383157083323,1852544,56.820768942766,41513,3260328.98616
Indonesia,IDN,1993,YR1993,..,36.281837869135,55.43,92.9197998046875,4.87480852740072,8978,19.7753303964758,1881037,55.4330117013678,45400,3393351.618948
Indonesia,IDN,1994,YR1994,..,49.4,62.8,94.6,4.53901697459934,8041,15.6567623349819,1906050,52.8137884773647,51358,3609000.707868
Indonesia,IDN,1995,YR1995,..,51.7419462451754,66.86,93.6480712890625,4.61848236615853,9745,16.4630952984306,1932375,50.0981578077494,59193,3857177.757744
Indonesia,IDN,1996,YR1996,..,59.5661044940463,72.39,94.0065383911133,4.44619007814619,10518,15.5306833618806,1948583,48.750379973486,67724,3997062.17892
Indonesia,IDN,1997,YR1997,..,73.4,80.3,97.5,4.38931996202099,7716,10.3394213890415,1987504,47.0873749358569,74627,4220885.115612
Indonesia,IDN,1998,YR1998,..,71.9166094978163,80.94,94.7069778442383,4.94207170119612,12303,15.7653963453702,2025776,48.2996168755658,78038,4194186.478164
Indonesia,IDN,1999,YR1999,..,75.9331044982056,83.73,95.0468902587891,5.13635011298793,12134,14.123261362975,2047269,45.0786776143905,85915,4541546.266092
Indonesia,IDN,2000,YR2000,5.42,79.7248643411782,86.3,95.3792037963867,5.30629744186341,14891,15.9560675060273,2107158,45.5815009874561,93325,4622835.918852
Indonesia,IDN,2001,YR2001,6.93,79.1971453098143,86.26,95.7060852050781,5.24005907877658,17694,17.474865190511,2112595,44.308333334425,101254,4767940.567872
Indonesia,IDN,2002,YR2002,9.05,81.0919265600445,87.6,96.0303497314453,5.20061505910441,16182,14.9532883003595,2112288,44.6358108600534,108217,4732272.046368
Indonesia,IDN,2003,YR2003,11.29,84.5,87.94,98.1,4.97744357298333,15408,13.6385363003877,2118755,42.9778358846825,112974,4929878.28816
Indonesia,IDN,2004,YR2004,14.41,82.6957739790792,89.01,96.6823196411133,5.05196547272123,16350,13.6065178133036,2120188,41.4241530253279,120163,5118241.038516
Indonesia,IDN,2005,YR2005,18.1,77.0000761507836,86.1946258544922,97.0156402587891,4.86449491156237,17351,13.6055328591928,2111432,41.4456858117256,127529,5094455.450904
Indonesia,IDN,2006,YR2006,21.99,84.7090877928606,90.62,97.3576202392578,4.71929665046321,16313,12.2587772033185,2151580,39.9370482113573,133072,5387428.706832
Indonesia,IDN,2007,YR2007,26.28,86.1,91.1,98.2,4.41681690926246,18343,12.9038838981084,2150341,39.9693565383304,142151,5379974.025696
Indonesia,IDN,2008,YR2008,31.03,87.7196644249815,92.73,98.0872344970703,4.24870196211798,19884,13.3158324739161,2170801,40.1587534765203,149326,5405548.758552
Indonesia,IDN,2009,YR2009,35.7,88.5,93.55,98.9,4.38953395143671,20746,13.2330616046028,2181353,38.9704786215423,156774,5597449.857324
Indonesia,IDN,2010,YR2010,40.19,89.39,94.15,98.96,4.3418454484607,26913,15.8540249182646,2170076,37.7534203392792,169755,5748024.895488
Indonesia,IDN,2011,YR2011,43.93,90.4,94.83,99.35,3.93938633264638,21997,11.9928905172367,2213546,38.2254721452003,183417,5790761.698356
Indonesia,IDN,2012,YR2012,47.73,92.9,96,99.2,3.85467679444317,22477,11.2368144778283,2331145,38.2336573420011,200052,6097101.773832
Indonesia,IDN,2013,YR2013,51.13,93.2755779189707,96.4642583061542,99.6731650809369,3.74705754343888,26506,12.2701601703546,2388655,38.1064535938405,215593,6268373.922852
Indonesia,IDN,2014,YR2014,54.17,94.29,97.01,99.74,3.68352932328441,26149,11.4751004932507,2420590,37.4542683456069,228555,6462788.106456
Indonesia,IDN,2015,YR2015,56.49,95.2290784104289,97.5373674369822,99.8313935861281,3.52522267437828,24922,10.6511556345733,2402254,36.8793481032359,233984,6513819.04386
Indonesia,IDN,2016,YR2016,58.37,94.7731365689459,97.62,100,..,..,..,..,..,..,..
